,PrecioActual,metros,habitaciones,ascensor,localizacion,plantaN,zona_id,tipo_inmueble_id
5526,185000,48,2.0,1,0,0.0,17,3
5527,150000,66,3.0,0,1,4.0,21,5
5528,780000,98,1.0,1,1,4.0,8,6
5529,2100000,139,2.0,1,1,5.0,3,5
5530,800000,102,3.0,1,1,1.0,5,5
5531,430000,100,2.0,1,1,0.0,4,5
5532,830000,112,2.0,1,1,3.0,5,5
5533,235000,36,1.0,1,0,2.0,1,5
5535,2220000,261,4.0,1,1,1.0,5,5
5536,226550,26,1.0,0,1,0.0,12,5
5538,1800000,134,3.0,1,0,6.0,3,5
5539,1679000,133,2.0,1,1,4.0,15,5
5541,1800000,214,3.0,1,1,2.0,3,5
5542,220000,53,1.0,1,1,7.0,21,6
5543,1100000,215,2.0,1,1,5.0,5,6
5544,179260,52,2.0,0,1,0.0,11,5
5545,2000000,180,2.0,1,0,6.0,3,6
5546,1450000,292,5.0,1,1,0.0,12,5
5547,859000,90,3.0,1,1,5.0,5,5
5548,1348000,243,4.0,0,1,0.0,12,2
5549,1750000,191,3.0,1,1,6.0,7,5
5550,919000,112,3.0,1,0,3.0,5,5
5551,1150000,109,3.0,1,1,4.0,3,5
5552,196050,53,2.0,1,0,4.0,18,5
5553,225000,60,2.0,0,1,0.0,11,3
5554,990000,147,3.0,1,1,1.0,8,5
5555,350000,35,2.0,0,0,3.0,5,5
5556,223000,68,3.0,1,0,1.0,6,5
5557,93400,56,3.0,1,1,2.0,21,5
5558,338000,75,2.0,1,1,2.0,10,5
5559,1240000,314,4.0,1,1,9.0,10,3
5560,595000,57,1.0,1,1,2.0,3,5
5561,410000,53,1.0,1,1,5.0,6,6
5562,228000,83,3.0,0,1,5.0,10,5
5563,259000,90,3.0,1,1,6.0,14,5
5564,1595000,499,4.0,0,1,0.0,9,2
5565,224900,61,1.0,1,1,3.0,4,5
5566,1195000,107,2.0,1,1,7.0,3,3
5567,320000,75,3.0,0,1,1.0,12,5
5568,570000,101,2.0,1,0,0.5,3,5
5569,2469000,271,4.0,1,1,1.0,3,5
5570,485000,70,2.0,1,0,-1.0,3,5
5571,660000,121,3.0,1,1,4.0,5,5
5572,565000,97,3.0,1,1,3.0,10,5
5573,1290000,180,4.0,1,1,1.0,5,5
5574,385000,51,2.0,1,1,2.0,9,5
5575,1100000,138,1.0,0,1,1.0,5,5
5576,465000,110,2.0,1,1,1.0,12,5
5577,2200000,130,3.0,1,1,3.0,3,5
5578,320000,60,2.0,0,1,-1.0,3,5
5580,959000,104,3.0,1,1,0.0,15,5
5581,134500,40,2.0,0,1,4.0,19,5
5582,640000,140,2.0,1,1,6.0,9,5
5583,215000,37,2.0,0,0,1.0,1,5
5584,385000,65,3.0,0,1,2.0,6,5
5585,151000,53,2.0,0,1,0.0,18,5
5586,1225000,326,6.0,0,1,0.0,2,1
5588,1950000,314,6.0,1,1,2.0,6,5
5589,2850000,310,6.0,0,1,0.0,6,2
5590,1800000,175,3.0,1,1,2.0,17,5
5591,175000,59,3.0,0,1,1.0,4,5
5592,649000,79,2.0,1,1,3.0,6,5
5593,315000,80,2.0,1,1,1.0,11,5
5594,138600,109,2.0,0,1,10.0,18,5
5595,1275000,150,3.0,0,1,1.0,3,5
5596,2700000,630,8.0,0,1,0.0,6,2
5597,829000,76,2.0,0,0,1.0,3,5
5598,450000,60,2.0,1,1,5.0,6,5
5599,178000,97,3.0,1,1,2.0,14,5
5600,1750000,200,4.0,1,1,1.0,7,5
5601,570000,108,2.0,1,1,2.0,1,5
5602,1095000,227,4.0,1,1,0.0,2,5
5603,950000,110,2.0,1,1,4.0,6,6
5604,1500000,136,3.0,1,1,2.0,3,5
5606,1600000,325,3.0,1,1,0.0,8,5
5607,345000,85,3.0,0,1,0.0,9,2
5608,1075000,82,1.0,1,1,1.0,3,5
5610,1250000,168,4.0,1,0,3.0,15,5
5611,93100,57,1.0,0,1,1.0,20,5
5612,376700,81,1.0,1,1,2.0,2,3
5613,475000,55,2.0,1,0,4.0,7,5
5615,1364900,130,2.0,1,0,6.0,3,5
5616,890000,100,3.0,1,1,2.0,15,5
5617,275000,38,1.0,0,1,3.0,5,5
5618,250000,60,3.0,0,1,1.0,8,5
5619,237000,51,2.0,1,1,0.0,8,5
5620,3395000,247,3.0,1,1,6.0,3,5
5621,550000,80,4.0,1,1,1.0,6,5
5622,225000,67,2.0,1,1,2.0,8,5
5623,129000,70,2.0,0,1,1.0,14,5
5624,1200000,185,5.0,1,1,1.0,12,5
5625,710000,92,3.0,1,1,1.0,3,5
5626,330000,56,2.0,1,1,13.0,9,5
5627,240000,49,2.0,0,0,2.0,1,5
5628,170000,53,2.0,1,1,0.0,14,5
5629,360000,66,2.0,0,1,0.0,7,5
5630,1380000,145,3.0,1,1,4.0,3,5
5631,2150000,160,2.0,1,1,4.0,6,6
5632,195000,90,3.0,0,1,3.0,4,5
5633,4800000,300,3.0,1,1,3.0,3,5
5634,365000,38,1.0,1,1,3.0,5,5
5635,1165000,168,4.0,1,1,3.0,3,5
5636,875000,130,4.0,1,1,6.0,12,5
5637,299000,58,2.0,1,1,0.0,10,5
5638,595000,85,2.0,0,1,4.0,5,5
5639,829000,63,2.0,1,0,1.0,3,5
5640,1690000,124,3.0,1,1,2.0,3,5
5641,555000,105,3.0,1,1,1.0,5,5
5642,170000,40,2.0,0,1,0.0,18,5
5643,159000,25,1.0,0,0,2.0,5,5
5644,235000,88,3.0,1,1,7.0,18,5
5645,735000,89,2.0,1,1,3.0,5,5
5646,274000,48,1.0,1,1,0.0,1,5
5647,699000,130,4.0,1,1,9.0,15,5
5648,236715,92,2.0,1,1,1.0,19,5
5649,2359000,207,3.0,1,1,6.0,3,5
5650,3300000,240,4.0,1,1,3.0,5,5
5651,450000,62,1.0,1,1,5.0,3,5
5652,180000,38,1.0,1,1,5.0,20,5
5653,1150000,99,2.0,1,1,5.0,5,5
5654,540000,86,3.0,1,1,4.0,16,5
5655,1060000,120,3.0,1,1,1.0,7,5
5656,990000,95,2.0,1,1,5.0,5,6
5657,770000,90,3.0,1,1,1.0,5,5
5658,199500,54,1.0,1,1,2.0,16,5
5659,795000,95,2.0,1,1,1.0,7,5
5660,1179000,119,3.0,1,0,2.0,15,5
5661,1795000,219,4.0,1,1,4.0,3,5
5662,106600,52,2.0,0,1,1.0,4,5
5663,183000,69,3.0,0,1,1.0,4,5
5664,490000,94,2.0,1,1,0.5,5,5
5665,395000,53,1.0,0,1,5.0,5,6
5666,895000,110,3.0,1,0,1.0,7,5
5667,630000,112,5.0,1,1,0.0,7,5
5668,265000,75,3.0,0,1,3.0,16,5
5669,1449000,186,3.0,1,1,1.0,17,5
5670,850000,151,4.0,1,1,1.0,9,5
5671,529000,130,4.0,1,1,8.0,11,5
5672,160000,68,3.0,1,1,1.0,14,5
5673,2469000,271,4.0,1,1,1.0,3,5
5674,495000,60,1.0,1,0,1.0,3,5
5675,757000,132,3.0,1,1,1.0,1,5
5676,1000400,126,2.0,1,0,9.0,7,6
5677,529000,111,3.0,1,1,6.0,20,6
5678,1700000,200,7.0,1,1,1.0,5,5
5679,430000,78,3.0,0,1,4.0,5,5
5680,128000,74,3.0,0,1,2.0,4,5
5681,375000,164,4.0,0,1,0.0,4,1
5683,2400000,297,5.0,0,1,0.0,3,2
5684,836000,86,2.0,1,1,6.0,5,5
5685,450410,56,1.0,1,0,1.0,6,5
5686,1400000,155,3.0,1,1,6.0,3,5
5687,156000,57,3.0,0,1,2.0,2,5
5688,337000,85,2.0,1,1,1.0,14,5
5689,570000,100,2.0,1,1,2.0,1,5
5690,1090000,85,2.0,1,1,2.0,3,5
5691,199999,44,1.0,1,1,-1.0,17,5
5692,1845000,220,4.0,1,1,1.0,3,5
5695,1789000,110,2.0,1,0,2.0,3,5
5696,1570000,130,3.0,1,1,3.0,3,5
5697,1480000,171,3.0,1,1,6.0,6,5
5698,170000,51,2.0,0,1,3.0,16,5
5699,1459000,97,2.0,1,1,5.0,3,5
5700,890000,123,2.0,1,1,1.0,5,5
5701,1499000,391,4.0,0,1,0.0,9,2
5702,189000,65,3.0,0,0,0.0,4,5
5703,465240,78,2.0,1,1,5.0,5,5
5704,1129000,103,2.0,1,0,6.0,3,5
5705,269000,65,1.0,1,1,3.0,16,5
5706,509000,63,1.0,1,1,1.0,1,5
5707,250000,29,1.0,0,0,3.0,5,5
5708,3600000,379,5.0,1,1,3.0,3,5
5709,94000,63,2.0,0,1,1.0,18,5
5710,620000,120,3.0,1,0,2.0,17,5
5711,839000,124,2.0,1,0,2.0,3,5
5712,185000,20,1.0,0,1,1.0,5,5
5713,75000,29,1.0,0,1,0.0,14,5
5714,2515000,218,4.0,1,1,6.0,6,6
5715,550000,85,3.0,0,1,0.0,5,5
5716,2359000,207,3.0,1,1,6.0,3,5
5717,645000,135,2.0,1,1,2.0,10,5
5718,280000,32,1.0,0,0,2.0,5,5
5719,236000,33,1.0,1,1,0.0,3,5
5720,430000,83,2.0,1,1,4.0,5,5
5722,247899,53,1.0,1,1,0.0,17,5
5723,3180000,250,4.0,1,1,1.0,3,5
5724,390000,92,3.0,0,1,1.0,8,5
5725,465000,68,1.0,1,1,10.0,10,5
5726,950000,80,2.0,1,1,6.0,7,6
5727,1479000,136,3.0,1,1,2.0,3,5
5728,255000,53,1.0,0,1,0.0,18,5
5729,2075000,284,4.0,1,1,6.0,9,6
5730,1129000,117,2.0,1,1,1.0,3,5
5731,425000,70,1.0,0,1,2.0,5,5
5732,730000,95,2.0,1,1,1.0,7,5
5733,485000,70,1.0,1,1,4.0,8,5
5734,1149000,130,2.0,1,1,7.0,3,6
5736,595000,204,4.0,1,1,6.0,4,3
5737,170000,67,3.0,1,1,0.0,11,5
5738,749000,151,3.0,1,1,3.0,15,5
5739,1399000,131,2.0,1,1,1.0,3,5
5740,226000,72,1.0,0,1,1.0,13,5
5742,650000,87,2.0,1,0,7.0,7,6
5743,210000,94,3.0,0,1,2.0,14,5
5744,1495000,160,3.0,1,1,3.0,3,5
5745,580000,256,5.0,0,1,0.0,19,2
5746,240000,56,1.0,1,1,2.0,17,5
5747,2595000,153,3.0,1,1,1.0,3,5
5748,1370000,164,3.0,1,1,0.0,3,5
5749,230000,80,2.0,1,1,0.0,10,3
5750,279000,63,2.0,1,0,4.0,3,5
5751,1329000,135,2.0,1,1,1.0,3,5
5752,136000,46,2.0,0,1,3.0,21,5
5753,180000,72,1.0,1,1,3.0,21,3
5754,3300000,340,5.0,1,1,5.0,7,5
5755,209000,77,3.0,0,1,3.0,4,5
5756,750000,106,3.0,1,1,5.0,12,6
5757,280000,105,3.0,1,1,4.0,14,5
5758,195000,71,2.0,0,1,0.5,21,5
5759,940000,111,2.0,1,1,3.0,5,5
5761,950000,78,2.0,1,1,6.0,7,6
5762,286000,155,3.0,1,1,2.0,21,5
5763,2100000,280,4.0,1,1,2.0,6,5
5764,1700000,329,4.0,1,1,6.0,7,5
5765,743000,143,2.0,1,1,7.0,9,6
5767,292000,52,1.0,1,1,1.0,16,5
5768,148000,20,1.0,0,0,0.0,5,5
5769,1200000,100,2.0,1,1,1.0,7,5
5770,1050000,111,2.0,1,1,1.0,3,5
5771,2239000,163,3.0,1,1,3.0,3,5
5772,3450000,588,9.0,0,1,0.0,12,1
5773,899000,111,3.0,1,1,5.0,3,3
5774,709200,115,3.0,1,1,1.0,8,5
5775,285000,36,1.0,1,0,4.0,5,5
5776,1999000,189,3.0,1,1,1.0,3,5
5777,828000,70,2.0,1,1,3.0,8,5
5778,720000,99,1.0,1,1,1.0,3,5
5779,860000,130,3.0,1,1,1.0,6,5
5780,1099900,130,2.0,1,1,9.0,6,5
5781,3800000,420,3.0,1,1,6.0,6,6
5782,185000,86,3.0,1,1,9.0,21,5
5783,435000,56,2.0,1,1,0.0,3,5
5784,1550000,153,4.0,1,1,5.0,7,5
5785,270000,82,3.0,0,1,3.0,11,5
5786,979000,118,3.0,1,1,5.0,10,6
5787,1479000,136,3.0,1,1,2.0,3,5
5788,162500,84,3.0,0,1,1.0,21,5
5789,384600,86,2.0,0,1,0.0,3,3
5790,3450000,450,4.0,1,1,2.0,5,5
5791,3050000,230,4.0,1,1,2.0,3,5
5792,289900,95,3.0,1,1,2.0,11,5
5793,1134000,100,2.0,1,1,2.0,7,5
5794,275000,123,3.0,1,1,0.0,18,5
5795,363000,87,2.0,1,1,4.0,20,5
5797,460000,90,3.0,1,1,2.0,17,5
5798,2469000,223,4.0,1,1,1.0,3,5
5799,740000,132,2.0,1,1,1.0,17,5
5800,460000,97,3.0,1,1,0.5,4,5
5801,1350000,151,2.0,1,1,3.0,5,5
5802,2200000,150,2.0,1,1,3.0,3,5
5803,219000,58,2.0,0,1,1.0,1,5
5804,395000,74,2.0,0,1,4.0,5,6
5805,250000,70,3.0,0,1,4.0,14,5
5806,284900,80,2.0,1,1,1.0,20,5
5807,303883,94,3.0,1,1,3.0,20,5
5808,185000,78,2.0,0,1,1.0,20,5
5809,1331000,176,3.0,1,1,9.0,7,5
5810,1712500,354,5.0,1,1,7.0,9,5
5811,1250000,142,3.0,1,1,5.0,17,5
5812,910000,185,5.0,1,1,6.0,17,5
5813,1500000,143,2.0,1,1,2.0,5,5
5814,575000,100,2.0,1,1,3.0,2,5
5815,450000,90,3.0,0,1,1.0,8,5
5816,1400000,121,2.0,1,1,1.0,5,5
5817,950000,96,3.0,1,0,6.0,3,5
5818,995000,114,3.0,1,1,0.5,3,5
5819,730000,102,2.0,1,1,1.0,8,5
5820,150000,60,1.0,0,0,-1.0,5,5
5821,420000,60,2.0,0,0,1.0,5,5
5823,710000,133,4.0,1,1,5.0,6,5
5824,365000,44,1.0,1,0,5.0,12,5
5825,959000,91,3.0,1,1,0.0,15,5
5826,1090000,105,2.0,1,1,3.0,3,5
5827,968560,142,2.0,1,0,9.0,7,6
5828,450000,95,1.0,1,1,4.0,17,6
5829,455000,74,2.0,1,1,2.0,17,5
5830,690000,134,4.0,1,1,2.0,5,5
5831,540000,100,2.0,1,1,2.0,10,5
5832,1390000,160,3.0,1,1,4.0,3,5
5833,1250000,174,2.0,1,1,3.0,6,5
5834,180000,60,1.0,0,1,0.0,4,5
5835,1399000,156,3.0,1,1,6.0,5,3
5836,1375000,247,4.0,1,1,3.0,6,5
5837,2100000,265,5.0,1,1,2.0,7,5
5838,235000,90,3.0,1,1,5.0,18,5
5839,990000,149,4.0,1,1,3.0,1,5
5840,2050000,210,4.0,1,1,2.0,5,5
5841,2860000,232,4.0,1,1,3.0,15,5
5842,968500,144,2.0,1,1,9.0,7,6
5843,585000,100,2.0,1,0,0.0,3,5
5844,330000,115,2.0,0,1,0.0,8,3
5845,112000,81,3.0,0,1,1.0,11,5
5846,149000,45,1.0,1,1,0.0,14,5
5847,370000,55,2.0,1,0,1.0,12,5
5848,850000,131,4.0,1,1,4.0,17,5
5849,795000,146,3.0,1,1,3.0,10,5
5850,748000,100,2.0,1,1,2.0,5,5
5851,795000,161,1.0,1,1,1.0,10,3
5852,1180000,100,3.0,1,1,1.0,3,5
5853,1550000,185,3.0,1,1,3.0,3,5
5854,695000,110,3.0,0,1,3.0,5,5
5855,360000,102,2.0,1,1,6.0,14,6
5856,440000,68,1.0,1,0,5.0,6,5
5857,385000,78,3.0,0,1,0.0,9,2
5858,349900,95,3.0,0,1,3.0,11,5
5859,1310000,167,3.0,1,1,6.0,15,5
5860,460000,93,2.0,0,1,2.0,8,5
5861,850000,140,4.0,0,1,0.0,10,1
5862,620000,183,3.0,1,1,6.0,4,6
5863,1290000,350,5.0,0,1,0.0,10,2
5864,269000,108,3.0,0,1,1.0,18,5
5865,690000,113,3.0,0,1,3.0,5,5
5866,1790000,120,3.0,0,1,0.0,6,2
5867,1200000,199,5.0,1,0,1.0,7,5
5868,380000,85,3.0,1,1,3.0,13,5
5869,599000,262,2.0,1,0,0.0,5,5
5870,295000,64,2.0,1,0,1.0,5,5
5871,1521000,175,3.0,1,1,7.0,1,6
5872,850000,158,4.0,1,1,3.0,5,5
5873,2450000,370,5.0,0,1,0.0,6,2
5874,200000,39,1.0,1,1,1.0,8,5
5876,348000,54,1.0,1,1,3.0,10,3
5877,310000,82,4.0,1,1,3.0,10,5
5878,249000,68,3.0,0,1,1.0,4,5
5879,940000,176,4.0,1,1,0.5,7,5
5880,1077000,152,3.0,1,1,6.0,8,6
5881,249000,58,2.0,0,0,0.0,5,5
5882,1800000,266,3.0,1,1,12.0,6,6
5883,2359000,207,3.0,1,1,6.0,3,5
5884,520000,103,3.0,1,1,2.0,11,5
5885,125000,33,1.0,0,1,0.0,17,5
5886,870000,111,3.0,1,0,1.0,7,5
5887,2900000,308,5.0,1,1,4.0,3,5
5888,1489000,140,3.0,1,1,2.0,5,5
5889,215000,35,1.0,1,1,0.0,1,5
5890,1849000,157,3.0,1,1,2.0,3,5
5891,70050,27,1.0,0,1,0.0,4,5
5893,485000,140,3.0,1,1,5.0,13,5
5894,265095,103,3.0,1,1,1.0,19,5
5896,1500000,290,3.0,1,1,3.0,17,5
5897,285000,110,2.0,1,1,0.0,20,5
5898,300000,110,3.0,1,1,1.0,4,5
5899,2050000,200,4.0,1,1,4.0,7,5
5900,895000,360,6.0,0,1,0.0,2,2
5901,104000,50,3.0,0,1,1.0,18,5
5902,127500,61,3.0,0,1,3.0,21,5
5903,419000,94,3.0,1,1,1.0,11,5
5904,330716,50,1.0,1,0,1.0,5,5
5905,1395000,152,3.0,1,1,1.0,5,5
5906,1220000,117,2.0,1,1,3.0,3,5
5907,215000,70,3.0,0,1,4.0,14,5
5908,719000,59,2.0,1,0,3.0,3,5
5909,384900,81,3.0,1,1,12.0,11,5
5910,3600000,358,7.0,1,1,1.0,3,5
5911,2100000,265,5.0,1,1,2.0,7,5
5912,645000,103,3.0,1,1,1.0,9,5
5913,1545000,170,3.0,1,1,1.0,3,5
5914,355000,130,3.0,1,1,6.0,16,5
5915,620000,89,2.0,1,1,1.0,10,5
5916,860000,191,4.0,1,1,7.0,16,5
5917,269000,125,5.0,0,1,3.0,18,5
5918,1322000,120,2.0,1,1,4.0,3,5
5919,2200000,204,3.0,1,1,4.0,15,5
5920,1450000,150,6.0,1,1,4.0,1,5
5921,141000,74,1.0,0,1,0.0,4,5
5922,2300000,183,2.0,1,1,2.0,5,5
5923,320000,80,2.0,1,1,0.0,2,5
5924,950000,140,2.0,1,1,1.0,5,5
5926,450000,111,9.0,1,0,0.0,7,5
5927,2278000,136,3.0,1,1,1.0,15,5
5928,1650000,183,3.0,1,1,1.0,7,5
5929,1310000,121,3.0,1,1,4.0,3,5
5930,2635000,215,3.0,1,1,1.0,3,5
5931,1395000,221,4.0,1,1,2.0,5,5
5932,231361,69,2.0,1,1,4.0,19,5
5933,140000,46,2.0,0,1,1.0,21,5
5934,319900,55,1.0,1,1,3.0,18,5
5935,480000,114,2.0,1,1,1.0,15,5
5936,950000,91,2.0,1,0,4.0,3,5
5938,345000,65,2.0,1,0,4.0,1,5
5939,595000,61,2.0,1,1,1.0,7,5
5940,2469000,271,4.0,1,1,1.0,3,5
5941,2500000,262,3.0,1,1,2.0,5,5
5942,340000,94,2.0,1,1,5.0,11,3
5943,830000,150,3.0,1,1,6.0,5,5
5944,312000,100,3.0,1,1,11.0,4,5
5945,269000,100,3.0,0,1,4.0,14,5
5946,435000,51,1.0,1,0,4.0,7,5
5947,590000,115,3.0,1,1,2.0,8,5
5948,499500,48,1.0,1,0,4.0,3,5
5949,233900,60,1.0,1,1,5.0,20,5
5950,1595000,160,3.0,1,1,2.0,5,5
5951,2450000,405,5.0,1,1,1.0,3,5
5952,530000,96,3.0,0,1,3.0,5,5
5953,2619000,219,4.0,1,1,4.0,3,5
5954,2950000,428,5.0,0,1,0.0,6,2
5955,1800000,170,2.0,1,1,3.0,3,5
5956,1420000,107,2.0,1,1,8.0,5,5
5957,205000,60,1.0,0,1,1.0,18,5
5958,235000,36,1.0,0,0,1.0,17,5
5959,498000,88,1.0,1,1,1.0,17,5
5960,2425000,470,4.0,1,1,1.0,6,5
5961,286000,41,1.0,1,0,0.0,5,3
5962,640000,101,2.0,0,1,2.0,15,5
5963,1680000,164,3.0,1,1,1.0,6,5
5964,1849000,158,3.0,1,1,3.0,3,5
5965,220000,42,1.0,1,0,2.0,1,5
5966,3300000,384,4.0,1,1,1.0,7,5
5967,1360000,185,2.0,1,1,1.0,8,5
5968,1490000,164,3.0,1,1,2.0,5,5
5969,795000,107,4.0,1,1,2.0,7,5
5970,740000,76,2.0,1,0,0.0,15,5
5972,480000,94,1.0,1,0,5.0,5,5
5973,310000,100,4.0,1,1,11.0,11,5
5974,1729000,150,3.0,1,1,2.0,3,5
5975,1975000,156,3.0,1,1,5.0,3,5
5976,1250000,353,6.0,0,1,0.0,10,2
5977,1050000,200,5.0,1,1,1.0,17,5
5978,460000,91,1.0,1,1,4.0,17,6
5979,1272000,202,5.0,1,1,1.0,5,5
5980,1480000,168,5.0,1,1,7.0,17,6
5981,720000,128,3.0,0,1,0.0,5,5
5982,430000,58,1.0,1,1,1.0,10,5
5983,265000,72,1.0,1,1,0.0,4,5
5984,600000,60,1.0,1,1,5.0,3,5
5985,180000,76,1.0,1,1,0.0,14,5
5986,184000,64,3.0,0,1,1.0,4,5
5987,250000,52,1.0,1,1,4.0,16,5
5988,148000,77,3.0,0,1,1.0,11,5
5989,484900,137,4.0,1,1,6.0,16,5
5990,249000,80,3.0,1,1,4.0,4,5
5991,259900,33,1.0,0,0,1.0,7,5
5992,1150000,200,4.0,1,1,15.0,8,3
5993,560000,70,1.0,1,1,5.0,3,5
5994,2350000,208,4.0,1,1,5.0,5,5
5995,3100000,137,2.0,1,1,10.0,5,6
5996,230000,50,2.0,0,1,1.0,9,5
5997,205000,93,3.0,0,1,4.0,21,5
5998,768000,138,3.0,1,1,2.0,10,5
6000,249900,52,1.0,1,0,-1.0,1,5
6001,268600,53,1.0,0,1,1.0,4,5
6002,1795000,310,6.0,1,1,1.0,6,5
6003,264000,77,4.0,0,1,1.0,8,5
6004,950000,155,3.0,1,1,0.0,5,3
6005,1119000,136,3.0,0,1,2.0,5,5
6006,2700000,228,4.0,1,1,7.0,3,5
6007,1900000,189,3.0,1,1,4.0,3,5
6008,1495000,133,2.0,1,1,7.0,12,6
6009,745000,102,1.0,1,1,1.0,5,5
6010,169000,36,2.0,1,0,0.0,17,5
6011,420000,100,3.0,1,1,4.0,20,5
6012,919000,112,3.0,1,0,3.0,5,5
6013,300000,50,2.0,0,0,2.0,5,5
6014,249000,39,1.0,1,0,0.0,5,5
6015,1700000,190,3.0,1,1,6.0,7,5
6016,2200000,544,6.0,0,1,0.0,9,1
6017,995000,157,2.0,1,1,4.0,5,5
6018,2950000,325,4.0,1,1,4.0,5,5
6019,1220000,178,3.0,0,1,0.0,10,2
6020,2950000,453,5.0,0,1,0.0,6,2
6021,2090000,319,4.0,1,1,0.5,3,5
6022,3890000,363,5.0,1,1,4.0,3,5
6023,239000,51,2.0,1,1,0.0,3,5
6024,839000,110,3.0,1,1,3.0,5,5
6025,780000,120,3.0,1,1,13.0,9,5
6026,835000,161,3.0,1,1,6.0,7,6
6027,185000,40,1.0,1,1,0.0,8,5
6028,350000,105,3.0,1,1,5.0,21,5
6029,159000,45,1.0,1,1,0.0,9,5
6030,1679000,133,2.0,1,1,4.0,15,5
6031,375000,63,1.0,1,0,7.0,1,5
6032,1079000,116,3.0,1,1,2.0,5,5
6033,595000,92,6.0,1,1,1.0,9,5
6034,1590000,475,6.0,0,1,0.0,12,1
6036,298000,49,2.0,1,0,2.0,12,5
6037,232000,53,1.0,1,1,3.0,21,6
6038,195000,40,1.0,0,1,2.0,5,5
6039,138000,35,1.0,0,1,0.0,18,5
6040,1390000,153,3.0,1,1,4.0,3,5
6041,330000,45,1.0,0,0,1.0,5,5
6042,1679000,133,2.0,1,1,4.0,15,5
6043,4400000,451,6.0,1,1,1.0,3,5
6044,220000,81,3.0,0,1,1.0,4,5
6045,345000,94,3.0,1,1,1.0,19,5
6046,265000,83,3.0,1,1,0.0,17,5
6047,170000,61,3.0,0,1,0.0,4,5
6048,2019000,215,3.0,1,0,4.0,3,5
6049,1300000,210,6.0,1,1,1.0,5,5
6050,1849000,149,3.0,1,1,2.0,3,5
6051,292000,85,1.0,1,1,1.0,16,3
6052,1100000,130,3.0,1,1,3.0,5,5
6053,5250000,160,3.0,1,1,5.0,3,6
6054,1395000,101,2.0,1,1,2.0,5,5
6055,1449999,165,5.0,1,1,4.0,12,5
6056,260000,95,2.0,1,1,1.0,4,5
6057,192500,101,3.0,0,1,1.0,21,5
6058,529000,72,1.0,0,1,1.0,7,5
6059,149000,77,1.0,0,1,1.0,14,5
6060,720000,86,3.0,1,1,5.0,15,5
6061,550000,88,2.0,1,0,4.0,5,5
6062,820000,95,2.0,1,1,3.0,7,5
6063,93300,52,2.0,0,1,1.0,14,5
6064,380000,75,2.0,1,0,2.0,6,5
6065,2000000,146,2.0,1,1,4.0,5,5
6066,112000,34,1.0,0,1,0.0,14,5
6067,1200000,181,3.0,1,1,2.0,3,3
6068,1850000,390,7.0,0,1,0.0,10,1
6069,599000,128,3.0,1,1,1.0,1,5
6070,940000,143,3.0,1,1,5.0,12,5
6071,215000,92,3.0,1,1,5.0,18,5
6072,199000,68,3.0,0,1,0.0,21,5
6073,400000,110,1.0,0,1,0.0,4,1
6074,1400000,234,4.0,1,1,0.0,6,5
6075,674000,113,3.0,1,1,3.0,8,5
6076,135000,40,1.0,0,1,0.0,14,5
6077,2000000,462,8.0,1,1,1.0,5,5
6078,1690000,190,3.0,1,1,2.0,7,5
6079,1730000,310,5.0,1,1,7.0,6,5
6081,2550000,269,4.0,1,1,4.0,3,5
6082,1390000,220,4.0,1,1,3.0,5,5
6083,450000,200,4.0,1,1,0.0,8,5
6084,193000,50,3.0,0,1,3.0,14,5
6086,158000,66,2.0,0,1,3.0,18,5
6087,1489950,112,3.0,1,1,3.0,3,5
6088,854000,95,3.0,1,1,1.0,3,5
6089,580000,143,1.0,0,1,0.0,9,5
6090,250000,103,3.0,1,1,1.0,14,5
6091,245000,63,1.0,1,1,0.5,14,5
6092,299000,99,3.0,0,1,0.0,17,2
6093,430000,81,2.0,1,1,7.0,9,5
6094,1310000,118,2.0,1,1,3.0,5,5
6095,2150000,145,2.0,1,1,4.0,5,5
6096,1195000,120,3.0,1,1,5.0,7,5
6097,1119000,136,3.0,0,1,2.0,5,5
6098,339000,72,3.0,0,1,2.0,17,5
6099,79000,56,2.0,0,1,2.0,14,5
6100,240000,80,1.0,1,0,6.0,21,5
6101,1800000,142,3.0,1,1,1.0,3,5
6102,465000,86,2.0,1,1,2.0,1,5
6103,685000,118,3.0,1,1,0.0,6,5
6104,365000,85,4.0,0,1,1.0,17,5
6105,725000,97,3.0,0,1,5.0,5,5
6106,3297000,202,3.0,1,1,4.0,3,5
6107,799000,138,3.0,1,1,3.0,10,5
6108,6000000,377,4.0,1,1,4.0,3,5
6109,620000,116,4.0,1,1,5.0,11,6
6110,263641,91,2.0,1,1,4.0,19,5
6111,270000,89,2.0,1,1,6.0,16,5
6112,1331000,173,3.0,1,1,9.0,7,5
6113,920000,80,2.0,1,0,2.0,3,5
6114,160000,48,1.0,1,1,0.5,14,5
6115,1950000,223,4.0,1,1,6.0,15,6
6116,339000,60,1.0,1,0,2.0,5,5
6117,250000,70,2.0,0,1,2.0,11,5
6118,310000,100,4.0,1,1,11.0,11,5
6119,898000,95,1.0,1,1,6.0,1,5
6120,3800000,316,3.0,1,1,0.0,7,5
6121,70900,81,1.0,0,1,-1.0,21,5
6122,139000,49,2.0,0,0,0.0,14,5
6123,1329000,135,2.0,1,1,1.0,3,5
6124,1192000,203,2.0,1,1,3.0,5,5
6125,1300000,179,3.0,1,1,1.0,10,5
